"Geneid","SRR1177963","SRR1177964","SRR1177965","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047"
"10291","NM_133412",0,0,0,1,0,0,0,0,0
"10292","NM_001002024",0,0,0,0,0,0,0,1,0
"10293","NM_013000",419,477,438,755,730,625,610,578,641
"10294","NM_001014270",0,0,0,0,0,0,0,0,0
"10295","NM_001025775",178,260,189,200,189,220,184,311,190
"10296","NM_053903",110,244,206,142,171,135,57,135,80
"10297","NM_001108235",333,364,308,383,456,370,315,267,311
"10298","NM_138896",42,33,37,38,40,24,45,49,40
"10299","NM_012979",2846,3083,2710,3083,3604,3101,3059,2998,2666
"10300","NM_001277278",0,0,0,0,0,0,0,0,0
"10301","NM_145094",79,66,72,76,78,103,74,63,88
"10302","NM_001108811",69,65,52,90,97,73,68,68,81
"10303","NM_080907",347,342,290,375,462,357,396,328,533
"10304","NM_001270390",3,1,2,2,1,2,0,0,2
"10305","NM_013017",15,10,16,28,32,19,36,22,54
"10306","NM_001191815",9,9,10,20,15,15,14,11,21
"10307","NM_053927",7,12,12,18,19,15,13,12,34
"10308","NM_022946",0,0,0,0,0,0,0,0,0
"10309","NM_001304287",0,0,0,0,0,0,0,0,0
"10310","NM_001191814",48,46,42,50,36,44,51,68,81
"10311","NM_001191584",32,40,30,18,48,32,28,24,43
"10312","NM_053521",0,1,0,1,0,0,0,0,1
"10313","NM_001025662",0,0,0,0,0,0,0,0,0
"10314","NM_133547",123,182,63,212,42,190,126,195,104
"10315","NM_022692",82,75,73,78,82,75,91,103,135
"10316","NM_001134567",68,69,64,48,54,59,43,71,83
"10317","NM_001012129",11,8,14,20,13,23,15,16,13
"10318","NM_001109414",0,0,0,0,0,0,0,0,0
"10319","NM_001106881",390,399,356,562,708,644,759,560,635
"10320","NM_001039699",0,0,0,0,0,0,0,0,0
"10321","NM_001106883",7,7,5,6,8,9,2,10,6
"10322","NM_012865",72,66,76,58,60,55,67,86,95
"10323","NM_001134596",166,167,113,170,174,166,131,139,117
"10324","NM_001106884",1,2,2,0,1,1,0,0,3
"10325","NM_001192001",1,2,0,2,1,0,5,3,3
"10326","NM_001106885",3,1,1,5,3,1,5,3,6
"10327","NM_001191581",0,1,1,1,0,1,1,2,6
"10328","NM_001106886",0,0,0,0,0,0,0,0,0
"10329","NM_001109301",5,3,3,5,6,5,5,5,3
"10330","NM_001017382",37,60,32,56,75,71,52,60,82
"10331","NM_133284",1,0,0,0,0,0,0,0,1
"10332","NM_001025707",111,92,66,133,121,144,96,99,116
"10333","NM_001277367",0,0,0,0,0,0,0,0,0
"10334","NM_001013178",0,0,0,0,1,0,0,0,0
"10335","NM_001108197",153,164,132,156,144,150,161,194,226
"10336","NM_001108199",13,11,7,24,29,20,14,21,20
"10337","NM_001108198",0,0,0,0,0,0,0,2,0
"10338","NM_001106887",0,0,0,0,0,0,0,0,0
"10339","NM_001008859",127,122,139,91,55,63,126,176,159
"10340","NM_013021",0,0,0,0,0,0,0,0,0
"10341","NM_001108200",124,117,108,163,136,121,168,159,177
"10342","NM_001106888",191,155,149,181,165,177,188,219,202
"10343","NM_001109302",270,270,232,235,277,234,232,340,423
"10344","NM_001106889",5,11,6,7,3,11,9,10,7
"10345","NM_133525",149,131,156,75,87,66,174,249,231
"10346","NM_001271230",0,0,0,1,3,2,1,6,4
"10347","NM_001109303",2,0,1,1,0,1,1,2,1
"10348","NM_053537",2007,1931,1593,1459,1897,1603,1126,803,793
"10349","NM_001044286",644,643,556,638,713,564,855,924,1142
"10350","NM_001034136",390,389,345,358,370,345,328,420,384
"10351","NM_057125",1253,1228,1140,915,1340,1113,820,964,848
"10352","NM_001009601",668,596,551,543,777,747,402,516,407
"10353","NM_001012203",554,560,502,772,793,628,752,792,830
"10354","NM_017084",1577,1778,1531,3259,2913,2667,716,624,442
"10355","NM_001134710",277,294,290,365,410,375,412,498,518
"10356","NM_001108202",0,1,2,0,0,0,0,1,0
"10357","NM_001024360",2,2,3,3,2,2,3,2,1
"10358","NM_001108789",421,425,407,291,302,262,393,571,644
"10359","NM_001108203",168,164,158,250,223,212,200,224,344
"10360","NM_001008330",269,269,219,204,201,171,295,381,476
"10361","NM_001007801",679,679,612,895,950,854,921,1069,1174
"10362","NM_001013225",231,278,240,259,311,271,920,1054,2054
"10363","NM_001108205",29,26,26,21,33,22,22,16,36
"10364","NM_198756",303,339,267,302,330,263,459,478,553
"10365","NM_001009699",146,144,95,95,117,94,153,203,215
"10366","NM_001110336",0,0,0,0,0,0,0,0,0
"10367","NM_031836",0,0,0,0,0,0,0,0,0
"10368","NR_105011",8,12,12,11,17,15,7,9,7
"10369","NM_001287108",0,0,0,0,0,0,0,0,0
"10370","NM_001287107",0,0,0,0,0,0,0,0,0
"10371","NM_001317043",0,0,0,0,0,0,0,0,0
"10372","NM_001110335",1,1,0,0,0,0,0,0,0
"10373","NM_001110333",0,0,0,0,0,0,0,0,0
"10374","NM_001110334",0,0,0,0,0,0,0,0,0
"10375","NM_001287114",0,0,0,0,0,0,0,0,0
"10376","NM_001287113",0,0,0,0,0,0,0,0,0
"10377","NM_001287112",0,0,0,0,0,0,0,0,0
"10378","NM_001287111",0,0,0,0,0,0,0,0,0
"10379","NM_001287110",0,0,0,0,0,0,0,0,0
"10380","NM_001106890",5,4,3,4,4,5,4,3,3
"10381","NM_001271131",2,2,1,2,3,4,13,2,10
"10382","NM_001002806",5,1,3,1,4,0,0,1,1
"10383","NM_001106891",198,199,197,206,232,233,182,224,263
"10384","NM_001108206",1,0,0,0,1,0,2,0,0
"10385","NM_199111",39,33,33,63,50,51,55,63,118
"10386","NM_001037215",238,252,173,280,353,261,193,217,246
"10387","NM_001191804",0,0,1,1,1,3,2,1,1
"10388","NM_001004082",12544,14285,12794,6901,8005,7421,14898,21975,28381
"10389","NM_053527",488,515,452,582,606,538,517,656,679
"10390","NM_001109479",0,0,0,0,0,0,0,0,0
"10391","NM_001012744",288,279,261,281,256,275,105,174,194
"10392","NM_001106892",217,200,188,235,229,192,164,346,419
"10393","NM_001191583",0,0,0,0,0,0,0,0,1
"10394","NM_053500",40,35,32,13,17,12,45,102,104
"10395","NM_001009353",7,5,11,18,10,12,10,20,48
"10396","NM_013143",0,0,0,0,0,0,1,0,0
"10397","NM_181475",412,420,350,532,607,472,902,1044,1863
"10398","NM_001014215",7,3,1,3,4,2,3,4,7
"10399","NM_023022",0,0,0,0,0,0,0,0,0
"10400","NM_001109502",0,0,0,0,0,0,0,0,0
"10401","NM_022859",0,0,0,0,0,0,0,0,0
"10402","NM_001012130",0,0,0,0,0,0,0,0,0
"10403","NM_001039393",0,0,0,0,0,0,0,0,0
"10404","NM_001037530",0,0,0,0,0,0,0,0,0
"10405","NM_001037534",0,0,0,0,0,0,0,0,0
"10406","NM_001037527",0,0,0,0,0,0,0,0,0
"10407","NR_002707",0,0,0,0,0,0,0,0,0
"10408","NM_001106896",0,0,0,0,0,0,0,0,0
"10409","NM_001015011",0,0,0,0,0,0,0,0,0
"10410","NR_031921",1,0,0,1,0,0,0,1,0
"10411","NM_001106897",0,0,0,0,0,0,0,0,0
"10412","NR_032117",0,0,0,0,0,0,0,0,0
"10413","NM_001191805",47,49,28,34,44,42,75,91,190
"10414","NM_001122947",2,6,8,7,11,8,9,0,5
"10415","NM_001014099",11,6,9,27,32,36,36,30,55
"10416","NM_001108790",2,3,2,6,4,3,6,6,7
"10417","NM_001287025",0,0,0,0,0,0,0,0,0
"10418","NM_001159739",1,5,2,3,0,2,34,7,6
"10419","NM_001009920",0,0,1,1,0,1,11,6,6
"10420","NM_001024361",204,183,156,253,206,183,180,241,174
"10421","NM_001013956",0,0,0,0,0,0,0,0,0
"10422","NR_031843",0,0,0,0,0,0,0,0,0
"10423","NR_031844",0,0,0,0,0,0,0,0,0
"10424","NM_001025708",40,40,44,58,35,51,49,62,41
"10425","NM_001134597",163,213,165,217,207,225,174,242,232
"10426","NM_181383",20,18,7,21,35,23,7,3,3
"10427","NM_001128195",42,57,41,33,42,28,50,82,122
"10428","NM_001109005",98,74,78,73,72,62,81,93,104
"10429","NM_001033705",185,158,189,154,160,148,134,184,201
"10430","NM_001108793",93,82,87,81,81,70,91,108,144
"10431","NM_001013111",12,4,8,13,24,32,18,12,22
"10432","NM_001109304",0,0,0,0,0,0,0,0,0
"10433","NM_001009700",664,713,675,612,579,623,949,1094,1109
"10434","NM_001013226",2,2,4,3,5,6,2,3,4
"10435","NM_001108209",0,0,0,0,0,0,0,0,0
"10436","NM_001106899",1079,1137,1009,1023,1217,1194,1166,1360,1357
"10437","NM_001034934",12,9,6,10,10,10,18,18,76
"10438","NM_001014100",25,13,21,41,25,30,197,227,883
"10439","NM_001034835",607,569,555,500,576,537,493,524,680
"10440","NM_001106900",80,95,85,69,93,62,73,75,91
"10441","NM_001108211",8,10,12,2,14,14,9,12,10
"10442","NM_001271050",176,162,139,147,167,200,233,161,229
"10443","NM_001106901",411,472,391,614,670,669,435,426,441
"10444","NM_001106902",33,41,29,55,71,78,56,33,67
"10445","NM_001135014",24,34,23,31,37,26,29,55,49
"10446","NM_001039028",813,895,731,971,985,947,1815,1930,1955
"10447","NM_001122658",0,0,0,0,1,1,0,0,1
"10448","NM_053586",1658,1769,1594,1246,1546,1422,1132,1623,1520
"10449","NM_001012002",4,4,9,10,10,10,9,8,10
"10450","NM_053495",0,0,0,0,0,0,0,0,0
"10451","NM_138919",295,285,259,300,293,280,358,435,423
"10452","NM_001195488",1746,1684,1499,1411,1539,1482,1688,1947,1990
"10453","NM_001030022",12,10,9,7,5,3,7,9,13
"10454","NM_001108212",50,36,49,25,30,23,36,39,47
"10455","NM_001098838",0,0,0,0,0,0,0,0,0
"10456","NM_001106903",687,625,603,256,293,266,320,442,425
"10457","NM_172032",363,369,370,359,334,326,426,584,694
"10458","NM_001108213",240,208,198,267,224,249,241,403,360
"10459","NM_001012233",0,0,0,0,0,0,0,0,0
"10460","NM_022506",244,272,302,195,223,228,257,660,717
"10461","NM_001108794",177,134,147,174,207,168,234,294,341
"10462","NM_053953",0,2,2,3,3,0,1,8,1
"10463","NM_133575",1,0,2,2,1,0,2,0,1
"10464","NM_013037",0,0,1,0,0,0,0,0,0
"10465","NM_001106905",2,0,4,3,2,10,2,2,8
"10466","NM_173098",0,0,0,0,0,0,0,0,0
"10467","NM_012653",0,0,0,0,0,0,0,0,0
"10468","NM_001108215",127,160,107,180,185,206,120,178,188
"10469","NR_132639",0,0,0,0,0,0,0,0,0
"10470","NM_138837",6,12,6,0,1,0,0,0,0
"10471","NM_001008517",284,326,300,314,279,312,305,477,406
"10472","NM_001106907",405,440,401,403,500,442,614,704,768
"10473","NM_001106906",0,0,0,0,0,0,0,0,0
"10474","NM_001271051",2,0,4,11,0,3,6,6,3
"10475","NM_001106908",2,2,0,1,3,1,0,0,0
"10476","NM_001106909",73,102,68,65,61,73,96,127,160
"10477","NM_001277228",199,173,169,168,157,153,193,257,326
"10478","NM_001305447",348,286,328,254,337,337,298,282,303
"10479","NM_001047889",234,239,209,139,163,149,266,254,342
"10480","NM_133315",2017,2208,2099,2003,1930,1983,3539,5853,7734
"10481","NM_001024787",93,88,103,74,85,70,89,110,97
"10482","NM_001134704",20,36,25,21,24,21,24,26,32
"10483","NM_019151",0,0,0,0,1,0,0,0,0
"10484","NM_001012131",108,110,130,79,65,60,95,112,143
"10485","NM_001134642",16,28,20,29,27,26,29,47,56
"10486","NM_001106911",1096,1074,1077,1239,1402,1288,1046,1035,1068
"10487","NM_022856",630,569,537,544,680,626,928,894,1225
"10488","NM_001034164",29,13,26,36,36,39,22,37,51
"10489","NM_032612",329,262,356,466,508,483,349,407,523
"10490","NM_001014216",96,122,108,348,310,315,213,226,259
"10491","NM_001007712",168,185,147,175,270,209,222,222,191
"10492","NM_001108796",69,89,60,94,93,108,119,96,142
"10493","NM_133392",118,93,97,103,83,72,126,186,192
"10494","NM_001191806",15,14,20,3,2,2,3,10,5
"10495","NM_201990",47,55,53,42,41,43,43,59,47
"10496","NM_053426",2210,2435,2174,2045,2286,2149,2000,3037,2666
"10497","NM_133528",291,264,267,198,201,231,254,354,372
"10498","NM_022229",7306,8076,7795,2579,2814,2842,4324,5896,7188
"10499","NM_012966",2344,2768,2206,918,1107,1037,2288,2201,2669
"10500","NM_001012132",0,0,0,0,0,0,0,0,0
"10501","NM_001108219",383,401,304,420,447,400,489,429,630
"10502","NM_001170473",0,0,1,0,0,0,0,0,0
"10503","NR_033170",0,0,0,0,0,0,0,0,0
"10504","NM_001004251",454,444,388,330,354,306,387,403,428
"10505","NM_001014102",23,13,13,23,26,28,25,30,23
"10506","NM_001271191",7,3,3,0,4,1,9,5,19
"10507","NM_001008527",1021,1097,434,2358,2542,1580,1333,538,263
"10508","NM_001024763",204,168,218,112,132,122,222,233,290
"10509","NM_175707",75,80,69,65,63,80,138,159,173
"10510","NM_001106913",1445,1533,1512,1447,1254,1333,1053,1196,1164
"10511","NM_198789",1539,1681,1404,1085,1164,999,1522,2137,2373
"10512","NM_001025710",211,240,242,211,227,206,135,179,82
"10513","NM_001106912",416,422,395,254,279,281,257,339,285
"10514","NM_057138",13,18,11,6,5,6,8,10,9
"10515","NM_001033864",545,698,643,578,658,651,562,636,655
"10516","NM_001014101",61,41,40,42,76,56,24,22,28
"10517","NM_001109307",1409,1525,1175,964,1085,1030,1569,1381,1548
"10518","NM_001024363",0,0,0,0,0,0,0,0,0
"10519","NM_021265",5,3,3,4,5,4,1,2,2
"10520","NM_021754",532,510,498,249,208,197,607,868,1200
"10521","NM_001009672",598,616,556,473,471,475,757,921,776
"10522","NM_080407",134,179,222,236,200,188,149,208,115
"10523","NM_001108797",424,496,377,506,690,471,375,412,368
"10524","NM_199400",0,0,1,2,2,2,0,2,0
"10525","NM_199410",223,185,241,116,99,127,235,352,448
"10526","NM_001106915",80,64,113,41,69,39,51,89,81
"10527","NM_199401",281,267,285,212,215,229,321,461,650
"10528","NM_173143",132,107,113,80,55,76,71,79,126
"10529","NM_013121",2,5,1,3,2,1,3,1,5
"10530","NM_031674",0,0,0,1,0,1,1,0,0
"10531","NM_030869",79,121,91,118,177,137,121,92,138
"10532","NM_001108799",1239,1288,1455,1089,1177,1124,1810,2486,2695
"10533","NM_012961",0,0,0,0,0,0,0,0,0
"10534","NM_001005550",2346,2689,2412,1810,2095,1932,2082,2180,2244
"10535","NM_001009673",153,171,188,124,125,126,204,233,250
"10536","NM_001108800",22,22,30,32,37,29,29,24,40
"10537","NM_134443",0,0,0,0,0,0,0,0,0
"10538","NM_173838",17,29,27,80,86,66,47,40,48
"10539","NM_033483",0,0,0,0,0,0,0,0,0
"10540","NM_033095",0,0,0,0,0,0,0,0,0
"10541","NM_031510",9485,10580,8677,6100,6875,6918,5817,4288,4990
"10542","NM_001081660",0,0,0,0,0,0,0,0,0
"10543","NM_001109875",0,0,0,0,0,0,0,0,0
"10544","NM_001109557",0,0,0,0,0,0,0,0,0
"10545","NM_013066",1,7,1,5,4,2,7,2,6
"10546","NM_001033903",385,461,382,415,448,407,472,466,536
"10547","NM_012819",12924,13400,12032,4973,6261,5566,4661,4510,5058
"10548","NM_020104",0,0,0,0,0,0,0,0,0
"10549","NM_001077656",0,0,0,0,0,0,0,0,0
"10550","NM_053723",298,359,268,295,303,326,430,377,508
"10551","NM_031014",563,589,586,411,414,356,739,990,1171
"10552","NM_019143",21785,25892,27614,42885,44754,34481,27669,28231,28061
"10553","NM_001192002",789,859,662,1822,1634,1593,594,245,365
"10554","NM_001109574",0,2,0,1,1,0,0,8,13
"10555","NM_001108801",9,11,5,2,2,4,6,6,5
"10556","NM_013122",31,20,40,84,25,13,15,139,49
"10557","NM_012817",5,2,3,7,2,1,2,8,1
"10558","NM_017056",0,0,0,0,0,0,0,0,0
"10559","NR_110642",0,0,0,0,0,0,0,0,0
"10560","NR_110637",0,0,0,0,0,0,0,0,0
"10561","NR_110636",0,0,0,0,0,0,0,0,0
"10562","NR_110639",0,0,0,0,0,0,0,0,0
"10563","NR_110640",0,0,0,0,0,0,0,0,0
"10564","NR_110638",0,0,0,0,0,0,0,0,0
"10565","NR_110641",0,0,0,0,0,0,0,0,0
"10566","NM_017183",2,2,3,3,4,1,2,7,0
"10567","NM_019310",0,0,0,0,0,0,0,0,0
"10568","NM_001106919",1492,1408,1235,1641,1775,1516,1961,2211,2754
"10569","NM_001106920",1789,1811,1635,1578,1684,1539,1732,2003,2119
"10570","NM_177936",0,0,0,0,2,1,0,0,1
"10571","NM_001134753",134,168,148,137,149,141,181,162,219
"10572","NM_001007713",77,66,52,58,52,53,238,769,687
"10573","NM_001031658",126,63,135,163,204,233,144,154,312
"10574","NM_001128079",1656,1645,1453,2437,2581,2651,1874,1513,1761
"10575","NM_001108224",1,3,2,6,3,3,6,2,6
"10576","NR_031831",1,0,0,2,0,2,1,1,0
"10577","NM_080688",5,8,7,8,7,9,10,6,17
"10578","NM_001009357",349,337,340,296,311,289,335,354,512
"10579","NM_001173986",107,96,100,74,131,123,102,110,166
"10580","NM_001012004",210,212,201,195,196,174,225,245,380
"10581","NM_001007666",246,282,210,169,187,160,281,369,336
"10582","NM_001108227",0,0,0,0,0,0,0,0,0
"10583","NM_001108226",0,0,0,0,0,0,1,0,0
"10584","NM_001106921",3,3,1,5,1,4,2,7,3
"10585","NM_173140",0,0,0,0,0,0,0,0,0
"10586","NM_001109309",0,0,0,0,0,0,0,0,0
"10587","NM_053384",16,34,11,133,55,60,40,23,37
"10588","NM_144753",2,6,4,6,6,3,3,3,1
"10589","NR_032271",0,0,0,0,0,0,0,0,0
"10590","NM_001100760",562,576,513,622,740,615,560,494,537
"10591","NM_199112",653,733,637,708,595,605,540,698,745
"10592","NM_001109006",1,0,2,7,3,5,4,6,10
"10593","NM_019278",29,20,26,3,14,8,5,4,9
"10594","NM_001014218",920,1056,810,1557,1666,1623,1259,1071,1205
"10595","NM_173142",875,1013,789,814,839,823,599,611,584
"10596","NM_001025745",119,104,98,87,105,86,148,147,207
"10597","NM_080582",1037,748,794,845,892,874,920,1224,1181
"10598","NM_001109541",569,571,489,643,826,689,917,836,1108
"10599","NM_053881",42,28,20,157,153,109,44,48,61
"10600","NM_001014219",440,470,429,455,561,514,428,536,492
"10601","NM_001127529",133,109,118,112,100,120,89,113,102
"10602","NM_001007004",476,833,418,938,683,858,1230,983,1406
"10603","NM_012905",2,0,1,3,2,1,4,1,1
"10604","NM_001108802",12,13,8,7,10,13,3,2,13
"10605","NM_022531",27,20,24,33,38,34,29,17,54
"10606","NM_001024879",752,864,705,903,1016,880,1157,1557,1882
"10607","NM_017049",5,5,4,0,1,1,2,8,21
"10608","NM_012590",0,1,1,1,2,0,0,2,4
"10609","NM_001005906",129,118,96,106,59,34,62,173,301
"10610","NM_001025056",427,438,454,636,738,628,847,1172,1159
"10611","NM_001106922",169,146,163,127,146,162,160,263,314
"10612","NM_022234",0,1,0,2,1,0,2,0,2
"10613","NM_053710",0,0,0,0,0,0,0,0,0
"10614","NM_001108803",0,0,0,2,3,1,2,1,0
"10615","NM_057107",3088,1827,2616,472,424,359,816,378,694
"10616","NM_212526",4,1,3,5,5,4,7,4,4
"10617","NM_053446",85,61,54,72,87,71,34,97,108
"10618","NM_022669",0,0,1,0,0,0,0,0,0
"10619","NM_001172150",67,75,50,43,65,47,48,93,64
"10620","NM_019197",229,268,226,302,284,285,184,125,142
"10621","NM_001031650",325,328,274,251,293,273,278,331,374
"10622","NM_001106923",1106,1049,872,991,886,804,868,983,987
"10623","NM_012969",265,200,228,412,488,430,223,330,282
"10624","NM_001024891",96,97,84,57,61,79,159,207,200
"10625","NM_001008332",10,10,7,9,16,17,17,19,16
"10626","NM_001109618",3,1,3,3,1,1,0,0,3
"10627","NM_001108228",0,0,0,2,2,0,1,0,1
"10628","NM_019233",0,0,0,0,0,0,0,0,3
"10629","NM_001025025",0,0,0,0,0,0,0,0,0
"10630","NM_001110493",363,324,427,763,1032,876,505,718,420
"10631","NM_001108229",1,2,0,0,1,0,34,88,58
"10632","NM_001012133",173,134,115,163,141,160,113,188,357
"10633","NM_001014220",43,30,47,43,71,48,51,65,95
"10634","NM_001009674",369,402,412,636,745,647,499,636,556
"10635","NM_001108805",5,12,4,12,4,8,7,3,6
"10636","NM_031978",1908,2387,2002,1775,1837,1776,2358,2544,2694
"10637","NM_017250",0,0,1,0,0,0,1,0,0
"10638","NM_001109663",75,55,72,104,120,103,68,138,108
"10639","NM_012749",1801,1906,1901,1317,1212,1123,2199,3886,5075
"10640","NM_023100",1,0,0,0,0,0,1,0,1
"10641","NM_001024364",0,0,0,0,0,0,0,0,0
"10642","NM_001012134",13,13,12,7,10,5,8,6,16
"10643","NM_021740",464,458,270,781,556,512,664,1030,1033
"10644","NM_001108807",115,126,110,100,119,131,93,139,179
"10645","NM_053750",1,4,2,0,0,0,0,2,1
"10646","NM_022665",0,0,0,0,0,0,0,0,0
"10647","NM_022680",0,0,0,0,0,0,0,0,0
"10648","NM_021776",0,0,1,0,0,0,0,0,1
"10649","NM_001108808",328,352,248,349,346,323,367,486,550
"10650","NM_019145",0,0,0,0,0,0,0,0,0
"10651","NM_019298",0,0,0,0,0,0,0,0,0
"10652","NM_053608",0,3,4,3,4,5,4,8,5
"10653","NM_001134587",0,0,0,0,0,0,0,1,0
"10654","NM_001136241",379,304,269,234,275,336,344,442,317
"10655","NM_017130",80,51,60,7,19,8,17,32,18
"10656","NM_001108809",375,321,303,307,341,328,356,440,419
"10657","NM_057105",1,1,9,4,9,4,228,4,4
"10658","NM_001039691",1,1,1,68,150,161,39,85,72
"10659","NM_001039549",2376,2498,1789,778,765,765,1030,764,500
"10660","NM_001109396",2,15,6,10,6,2,5,22,5
"10661","NM_201424",191,296,197,20,24,10,8,43,8
"10662","NM_201423",419,831,512,9,7,8,26,439,229
"10663","NM_012683",6257,7503,5158,1518,1279,1084,5084,5794,3623
"10664","NM_001191813",40,41,19,85,60,63,197,185,257
"10665","NM_134371",11,7,4,1,0,0,0,3,13
"10666","NM_053577",2405,2643,2096,7145,7276,7052,4009,3045,2883
"10667","NM_001306054",20,17,7,21,22,18,10,15,20
"10668","NM_053708",0,0,0,0,0,0,0,0,0
"10669","NM_001108231",0,0,0,0,0,0,0,0,0
"10670","NM_053352",24,34,36,96,76,50,34,28,49
"10671","NM_001013227",657,640,576,661,705,583,677,676,632
"10672","NM_001012135",2,2,4,5,2,0,4,2,0
"10673","NM_022222",0,0,0,0,0,0,0,0,0
"10674","NM_001007755",678,821,599,1587,1977,1657,1812,1318,1622
"10675","NM_001008381",380,404,357,306,338,266,458,509,579
"10676","NR_131101",4,5,3,0,3,1,1,1,0
"10677","NM_001013179",371,313,212,1354,2334,1465,721,236,294
"10678","NM_031678",295,127,89,131,258,194,129,466,165
"10679","NM_022606",287,321,293,254,263,288,338,323,372
"10680","NM_001108232",14,22,20,26,11,20,22,27,13
"10681","NM_001012204",107,126,121,59,83,66,114,177,191
"10682","NM_021691",1,1,0,2,3,2,3,4,2
"10683","NM_182671",0,0,0,0,0,0,0,0,0
"10684","NM_001001088",0,0,0,0,0,0,0,0,0
"10685","NM_001000483",0,0,0,0,0,0,0,0,0
"10686","NM_001000753",0,0,0,0,0,0,0,0,0
"10687","NM_139188",0,1,0,0,0,0,0,0,0
"10688","NM_001109044",401,441,311,316,527,417,454,457,484
"10689","NM_001000520",0,0,0,0,0,0,0,0,0
"10690","NM_001001121",0,0,0,0,0,0,0,0,0
"10691","NM_001000484",0,0,0,0,0,0,0,0,0
"10692","NM_001000752",0,0,0,0,0,0,0,0,0
"10693","NM_001000751",0,0,0,0,0,0,0,0,0
"10694","NM_001000953",0,0,0,0,0,0,0,0,0
"10695","NM_001000750",5,25,0,72,82,69,14,1,4
"10696","NM_001037359",2,3,0,1,0,1,0,2,2
"10697","NM_001109009",0,0,0,0,0,2,0,1,1
"10698","NM_001276706",0,0,0,0,0,0,0,0,0
"10699","NM_001109311",4,0,1,0,1,0,0,2,1
"10700","NM_001270659",7,13,13,8,3,11,5,0,2
"10701","NM_030656",0,0,0,0,0,0,0,0,0
"10702","NM_001037209",408,482,337,239,322,310,312,275,254
"10703","NM_001009825",305,284,342,262,281,246,360,421,498
"10704","NM_001009362",44,54,34,35,44,29,35,45,71
"10705","NM_057148",1025,1066,1037,1087,1100,1034,1559,2314,2507
"10706","NM_172039",6538,7208,6221,8091,9855,8235,8444,12708,12683
"10707","NM_184049",575,582,569,608,681,604,654,875,915
"10708","NM_017312",11,13,8,12,18,12,14,11,27
"10709","NM_001005564",95,122,82,108,105,86,128,129,196
"10710","NM_001108234",0,0,0,0,0,0,0,0,0
"10711","NM_001106925",238,213,192,176,202,177,268,293,383
"10712","NM_001106926",370,331,463,347,371,358,271,196,237
"10713","NM_001108810",156,135,128,107,103,81,137,133,174
"10714","NM_001106927",0,0,0,0,0,0,0,0,2
"10715","NM_001015019",1979,2286,1634,1217,1345,1266,1134,1387,1435
"10716","NM_001012350",88,58,57,75,74,73,86,102,102
"10717","NM_053914",8,2,12,15,26,21,8,17,15
"10718","NM_173338",0,0,0,0,0,0,0,0,0
"10719","NM_001025012",101,130,112,82,99,91,90,136,122
"10720","NM_001109086",147,128,150,170,135,131,236,238,456
"10721","NM_001109010",518,586,431,389,522,489,468,607,370
"10722","NM_001146004",0,0,0,0,0,0,0,0,0
"10723","NM_031631",1310,1430,1210,1208,1220,1200,1548,1761,1996
"10724","NM_001005559",0,0,0,0,0,0,0,0,0
"10725","NM_032067",617,527,549,612,656,630,777,1002,1286
"10726","NM_001108238",186,154,141,184,145,158,162,344,293
"10727","NM_001127390",187,180,158,193,205,168,233,266,340
"10728","NM_001251926",1,0,2,0,0,0,4,0,1
"10729","NM_172325",113,108,87,125,123,109,97,155,162
"10730","NM_001015020",267,237,182,193,143,159,244,447,810
"10731","NM_017343",641,633,589,756,983,794,1007,1012,1169
"10732","NM_001135017",650,672,586,540,655,509,938,1229,1761
"10733","NM_001108236",868,1012,766,881,1076,1263,786,834,831
"10734","NM_001126270",17,9,6,2,10,4,13,10,44
"10735","NM_033298",196,183,202,137,197,152,238,263,286
"10736","NM_001033071",0,0,0,0,0,0,0,0,0
"10737","NM_019179",179,158,131,103,127,82,152,220,253
"10738","NM_001271190",12,13,9,20,23,12,13,9,20
"10739","NM_001035007",74,68,67,68,71,62,100,158,187
"10740","NM_001166342",0,0,0,0,0,0,0,0,0
"10741","NM_001025004",190,148,242,440,452,454,247,231,287
"10742","NM_017087",1085,935,888,1841,1875,1793,1071,895,1227
"10743","NM_022184",241,264,216,238,242,214,174,182,222
"10744","NM_001271064",0,0,0,0,0,0,0,0,0
"10745","NM_001271063",0,1,1,0,1,0,2,0,2
"10746","NM_001108253",276,282,286,281,309,325,230,317,304
"10747","NM_053379",2,1,1,9,3,5,4,0,1
"10748","NM_012621",294,224,239,73,129,177,200,169,102
"10749","NM_001034998",501,499,361,300,300,204,428,564,581
"10750","NM_001289778",1,0,2,0,0,0,0,1,0
"10751","NM_001191733",1,1,0,1,1,3,1,3,2
"10752","NM_001190994",198,166,208,120,131,131,143,177,141
"10753","NM_177935",0,0,0,0,0,0,0,0,0
"10754","NM_001199178",197,204,183,100,122,98,143,209,231
"10755","NM_053479",73,86,72,49,67,53,55,66,90
"10756","NM_001305243",12,23,20,5,13,13,10,4,9
"10757","NM_012502",5,3,18,13,11,7,6,16,9
"10758","NM_001173339",2598,2532,1881,2318,1972,1791,2449,2295,2513
"10759","NM_001106939",7,3,11,5,8,9,9,12,11
"10760","NM_001271228",3,0,4,6,3,7,3,1,2
"10761","NM_012774",16,11,14,18,15,8,14,17,26
"10762","NM_001191726",2,2,1,7,8,11,6,1,3
"10763","NM_022231",205,233,262,742,812,510,267,315,281
