"Geneid","SRR1177963","SRR1177964","SRR1177965","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047"
"478","NM_001161691",4,1,0,1,0,0,1,0,4
"479","NM_001013063",0,0,0,0,0,0,0,0,0
"480","NM_013073",310,312,288,274,333,297,338,452,442
"481","NM_001106217",976,929,992,1002,1031,884,767,744,700
"482","NM_001134543",417,375,350,364,322,333,416,508,529
"483","NM_001004217",140,121,121,139,144,94,150,200,238
"484","NM_001107469",12,5,15,25,13,18,14,14,20
"485","NM_001012062",890,962,835,963,1064,1035,754,856,977
"486","NM_001108902",103,104,92,130,154,155,101,127,216
"487","NM_001007690",143,205,176,108,112,84,300,402,513
"488","NM_001025638",3,0,3,2,3,3,6,4,3
"489","NM_001126092",343,334,277,255,255,210,443,602,554
"490","NM_012760",1,2,3,6,3,3,5,9,4
"491","NM_001271310",0,0,0,0,0,0,0,0,0
"492","NM_001014157",235,263,240,182,187,165,308,361,418
"493","NM_001115028",14,14,28,17,23,11,20,24,26
"494","NM_031350",384,396,336,290,317,247,227,281,240
"495","NM_001004218",244,201,230,218,234,227,285,416,386
"496","NM_001197092",0,0,0,0,0,0,0,0,0
"497","NM_001025640",267,278,234,228,278,253,290,353,377
"498","NM_012799",0,0,0,0,0,0,0,0,0
"499","NM_053698",248,251,184,696,576,593,203,173,228
"500","NM_001107514",541,596,500,746,644,621,480,401,561
"501","NM_001099647",134,136,137,139,140,142,148,232,299
"502","NM_001037789",123,131,92,127,158,125,135,115,179
"503","NM_001106265",1200,1178,1036,1371,1821,1516,1680,1658,1915
"504","NM_001106269",0,0,0,0,0,0,0,0,0
"505","NM_053783",423,399,345,529,459,497,384,517,498
"506","NM_001003404",4,0,0,0,0,0,0,0,1
"507","NM_001107521",0,0,0,0,0,0,0,2,1
"508","NM_001034147",242,254,222,190,193,218,283,291,281
"509","NM_001107522",0,0,0,0,0,0,0,0,0
"510","NM_001290110",34,49,41,18,38,29,38,47,57
"511","NM_001047852",1038,1139,1083,1000,1051,756,773,1155,990
"512","NM_001191088",5582,5822,4865,5667,6759,6138,4953,4680,3972
"513","NM_001011934",760,773,663,515,566,527,835,1178,1160
"514","NM_001172116",2,0,0,2,0,6,1,0,0
"515","NM_001277054",426,462,451,535,515,461,573,658,844
"516","NM_017134",9046,8855,7058,6679,9211,9740,8797,14853,5159
"517","NM_022266",55,68,56,49,42,41,47,112,125
"518","NM_175599",0,0,0,0,0,0,0,0,0
"519","NM_175602",0,0,0,0,0,0,0,0,0
"520","NM_175601",0,0,0,0,0,0,0,0,0
"521","NM_175600",0,0,0,0,0,0,0,0,0
"522","NM_175588",0,0,0,0,0,0,0,0,0
"523","NM_175586",0,0,0,0,0,0,0,0,0
"524","NM_175585",0,0,0,0,0,0,0,0,0
"525","NM_175584",0,0,0,0,0,0,0,0,0
"526","NM_175583",0,0,0,1,0,0,0,0,0
"527","NM_001009650",0,0,0,0,0,0,0,0,0
"528","NM_175591",0,0,0,0,0,0,0,0,0
"529","NM_175590",0,0,0,0,0,0,0,0,0
"530","NM_175587",0,0,0,0,0,0,0,0,0
"531","NM_001009532",0,0,0,0,0,0,0,0,0
"532","NM_001009975",0,0,0,0,0,0,0,0,0
"533","NM_001025623",9276,10111,8988,293,232,213,752,1010,779
"534","NM_134328",0,0,0,0,0,0,0,0,0
"535","NM_001109136",964,1039,862,382,438,411,237,244,242
"536","NM_001008512",0,0,0,0,0,0,0,0,0
"537","NM_031709",69,70,59,54,55,44,89,145,138
"538","NR_110684",14,10,11,13,7,7,20,23,23
"539","NM_001271317",0,0,0,1,0,1,0,0,0
"540","NM_001127201",123,120,113,117,115,137,128,132,151
"541","NM_001032397",44,31,33,86,66,76,35,33,37
"542","NM_001193568",3,3,1,6,9,8,2,0,2
"543","NM_019232",2,8,5,33,27,18,13,3,5
"544","NM_001193569",0,1,4,3,15,8,2,5,9
"545","NM_001108459",1,0,0,0,0,0,0,0,0
"546","NM_001106204",198,241,200,331,250,235,229,289,320
"547","NM_001108460",82,68,89,59,78,47,96,150,147
"548","NM_130417",2,4,3,1,3,4,6,3,4
"549","NM_001100825",44,55,49,69,84,75,63,56,64
"550","NM_001276433",0,0,0,0,0,0,0,0,0
"551","NM_001246319",9,7,7,2,7,3,19,6,15
"552","NM_001012060",192,204,173,182,163,157,235,229,301
"553","NM_001007734",548,631,422,370,430,312,393,235,239
"554","NM_001144859",1,0,2,2,0,0,2,0,0
"555","NM_198766",102,146,120,131,131,112,126,210,187
"556","NM_001109333",2,3,3,10,7,6,7,11,10
"557","NM_001107452",459,409,421,467,468,428,656,785,869
"558","NM_001024964",312,314,262,334,390,308,341,403,408
"559","NM_012654",0,0,0,1,0,0,0,0,0
"560","NM_001039342",0,1,0,0,0,0,2,0,0
"561","NM_001108461",97,76,48,35,64,43,33,31,19
"562","NM_001011930",9,10,7,4,6,5,12,12,34
"563","NM_001013144",511,475,406,657,716,644,753,818,898
"564","NM_053423",135,168,141,253,313,254,159,185,192
"565","NM_017163",0,0,0,0,0,0,0,0,0
"566","NM_001108240",1535,1721,1508,2146,2134,2064,2624,2800,3065
"567","NM_001100735",68,56,48,55,77,61,63,61,101
"568","NM_001025000",725,702,551,1230,1152,1102,1035,564,501
"569","NM_001107460",62,87,65,46,52,75,65,48,99
"570","NM_001033653",0,0,0,0,1,0,1,3,4
"571","NM_001017447",201,157,150,167,209,177,266,329,348
"572","NM_053991",0,0,0,0,1,1,0,0,0
"573","NM_001106207",33,53,47,38,65,55,61,49,43
"574","NM_001106206",21,30,18,23,24,19,31,33,44
"575","NM_001025723",140,118,112,99,90,68,109,105,143
"576","NM_001304733",0,0,0,0,0,0,0,0,0
"577","NM_001304736",0,0,0,0,0,0,0,0,0
"578","NM_001304735",0,0,0,0,0,0,0,0,0
"579","NM_001304737",0,0,0,0,0,0,0,0,0
"580","NM_001304740",0,0,0,0,0,0,0,0,0
"581","NM_001304734",0,0,0,0,0,0,0,0,0
"582","NM_001304738",0,0,0,0,0,0,0,0,0
"583","NM_013071",0,0,0,0,0,0,0,0,0
"584","NM_001038599",0,0,0,0,0,0,0,0,0
"585","NM_001038597",0,0,0,0,0,0,0,0,0
"586","NM_001170799",2,2,2,2,2,0,3,2,1
"587","NM_001014172",100,129,106,115,120,109,106,145,115
"588","NM_001109394",2,1,4,6,3,1,3,3,0
"589","NM_001144860",217,233,197,204,236,197,296,334,350
"590","NM_183334",4,2,1,0,1,2,2,2,4
"591","NM_032071",0,0,1,0,1,1,0,1,3
"592","NM_001113372",0,0,0,0,0,0,0,0,0
"593","NM_001113371",4,4,2,5,1,5,10,14,9
"594","NM_001126088",297,251,241,213,233,242,269,325,359
"595","NM_001109137",153,151,152,148,189,188,150,200,174
"596","NM_001130939",163,133,145,193,191,164,214,293,293
"597","NM_031318",70,52,45,26,29,29,68,95,167
"598","NM_019357",63,85,62,100,98,68,111,126,167
"599","NM_001309449",3,4,6,11,9,9,8,10,10
"600","NM_017051",1787,1779,1621,1634,1725,1637,2236,2624,2819
"601","NM_001113544",17,9,6,12,12,9,15,7,14
"602","NM_001113543",0,0,0,0,0,0,0,0,0
"603","NM_001113542",172,200,183,182,168,192,215,261,219
"604","NM_001006995",468,462,346,529,533,491,981,185,368
"605","NM_012757",0,1,0,1,0,0,0,0,1
"606","NM_001106205",355,360,332,322,325,280,386,495,451
"607","NM_012670",696,837,649,514,575,507,865,1087,1245
"608","NM_001025724",20,20,15,6,15,10,4,13,20
"609","NM_001002281",0,0,0,1,0,0,0,0,0
"610","NM_031584",0,0,0,0,1,0,0,1,2
"611","NM_012697",1016,1240,736,2408,2942,2528,2661,2330,2420
"612","NM_053491",30707,33604,28866,60736,68799,55784,28042,15558,13322
"613","NM_001107456",364,379,295,352,374,338,357,523,426
"614","NR_132441",5,6,3,7,5,1,4,9,6
"615","NM_001106208",1,1,0,0,0,0,0,4,1
"616","NM_001044277",0,0,0,0,0,0,0,0,0
"617","NM_001106209",0,0,0,0,0,0,0,0,0
"618","NM_001161835",0,0,0,0,0,0,0,0,0
"619","NM_001108464",0,1,0,0,0,0,0,0,0
"620","NM_133561",1313,1147,976,2190,2852,2689,1836,1139,1383
"621","NM_001013145",1,0,1,2,0,1,0,1,3
"622","NM_001106210",269,316,247,281,392,345,309,327,461
"623","NM_001107461",0,0,0,0,0,0,0,0,0
"624","NM_001169136",0,0,0,0,0,0,0,0,0
"625","NM_001169132",7,6,8,13,10,10,5,9,4
"626","NM_001191619",0,0,0,0,0,0,0,0,0
"627","NM_001099463",0,0,0,0,0,0,0,0,0
"628","NM_001099464",0,0,0,0,0,0,0,0,0
"629","NM_001099465",0,0,0,0,0,0,0,0,0
"630","NM_001191559",5,3,1,2,2,0,5,1,1
"631","NM_001024747",563,578,581,500,547,491,666,668,932
"632","NM_001103356",414,394,291,475,566,521,389,487,472
"633","NM_032063",32,35,39,131,82,120,31,22,28
"634","NM_001107466",432,415,365,356,468,412,409,412,480
"635","NM_053590",1913,1928,1696,1257,1345,1272,1962,2294,2322
"636","NM_001108903",60,56,37,55,90,68,29,27,18
"637","NM_031638",193,180,164,126,157,136,211,182,300
"638","NM_001107465",183,189,181,141,175,139,171,233,228
"639","NM_001009687",190,183,164,94,108,89,213,272,315
"640","NR_031868",0,0,0,0,0,0,0,0,0
"641","NR_031857",0,0,0,0,0,0,0,0,0
"642","NR_031805",0,0,0,0,0,0,0,0,0
"643","NR_037379",0,0,0,0,0,0,0,0,0
"644","NM_172323",1,0,0,1,0,0,1,1,1
"645","NM_001106216",0,0,0,0,0,0,0,1,0
"646","NM_001099470",0,0,0,0,0,0,0,0,0
"647","NM_001167547",0,0,0,0,0,0,0,0,0
"648","NM_001167548",0,0,0,0,0,0,0,0,0
"649","NM_001167549",0,0,0,0,0,0,0,0,0
"650","NM_001167572",0,0,0,0,0,0,0,0,0
"651","NM_001107468",24,23,28,29,25,40,24,43,39
"652","NM_001014158",90,74,75,74,84,81,73,50,34
"653","NM_001111321",0,0,0,0,0,0,0,0,0
"654","NM_001168642",27,46,35,22,19,25,29,27,38
"655","NM_001099490",0,0,0,0,0,0,0,0,0
"656","NM_001099655",0,0,3,1,1,0,0,2,2
"657","NM_001099491",0,0,0,0,0,0,0,0,0
"658","NM_001099492",0,0,0,0,0,0,0,0,0
"659","NM_001013893",0,0,0,0,0,0,0,0,0
"660","NM_001099493",0,0,0,0,0,0,0,0,0
"661","NM_001099649",0,0,0,0,0,0,0,0,0
"662","NM_001099482",0,0,0,0,0,0,0,0,0
"663","NM_001099471",0,0,0,0,0,0,0,0,0
"664","NM_031713",3,4,3,11,5,7,4,7,7
"665","NM_001100123",0,0,1,3,1,0,3,0,4
"666","NR_132729",0,0,0,0,0,0,0,0,0
"667","NM_001313935",0,0,0,0,0,0,0,0,0
"668","NR_132728",0,0,0,0,0,0,0,0,0
"669","NM_001037357",19,23,51,37,33,11,14,25,49
"670","NM_001313948",0,0,0,0,0,0,0,0,0
"671","NM_001313924",0,0,0,0,0,0,0,0,0
"672","NM_031108",0,0,0,0,0,0,0,0,0
"673","NM_138870",131,117,119,56,53,44,59,80,94
"674","NM_001134978",0,0,0,0,0,0,0,0,0
"675","NM_001106218",138,145,132,82,90,64,95,67,93
"676","NM_001313940",0,0,0,0,0,0,0,0,0
"677","NM_001034104",7,2,6,13,5,8,7,12,9
"678","NM_001106219",233,292,230,172,214,167,242,270,305
"679","NM_001184973",99,123,123,9,8,12,5,30,13
"680","NM_001107471",277,325,271,254,281,260,246,302,359
"681","NR_037362",0,0,0,0,0,0,0,0,0
"682","NR_032758",0,0,0,0,0,0,0,0,0
"683","NM_080696",0,0,0,0,0,0,0,0,0
"684","NM_080694",0,1,1,0,0,0,0,0,0
"685","NM_001000538",0,0,1,0,0,0,0,0,0
"686","NM_183332",790,829,746,588,565,558,1003,1076,1087
"687","NM_080695",0,0,0,0,0,0,0,0,0
"688","NM_012628",11,16,11,4,5,15,11,13,15
"689","NR_032761",15,23,9,17,44,34,13,17,4
"690","NR_036047",0,0,0,0,0,0,0,0,0
"691","NR_036045",0,0,0,0,0,0,0,0,0
"692","NM_001169142",309,260,259,374,624,685,454,331,134
"693","NR_032760",15,27,25,23,51,24,19,7,3
"694","NR_037337",13,23,13,19,60,32,34,13,3
"695","NR_031939",15,24,9,18,52,29,32,12,8
"696","NR_031938",12,27,18,19,50,32,32,21,8
"697","NR_031937",17,28,22,38,69,55,43,27,16
"698","NM_001025639",754,975,1125,2,4,2,7,5,4
"699","NM_173130",0,0,0,0,0,0,0,0,0
"700","NM_001099472",0,0,0,0,0,0,0,0,0
"701","NM_001191620",36,53,45,28,46,38,56,67,83
"702","NM_001025677",12,17,8,15,17,19,12,13,22
"703","NM_001308536",41,31,22,24,47,57,33,52,47
"704","NM_001107472",56,63,54,56,64,65,64,49,79
"705","NM_001304816",361,368,311,338,380,326,566,1155,836
"706","NR_130955",0,0,0,0,0,0,0,0,0
"707","NR_106681",0,0,0,0,0,0,0,0,0
"708","NM_001000110",0,0,0,0,0,0,0,0,0
"709","NM_001000111",0,0,0,0,0,0,0,0,0
"710","NM_001000112",0,0,0,0,0,0,0,0,0
"711","NM_001000539",0,0,0,0,0,0,0,0,0
"712","NM_001000768",0,0,0,0,0,0,0,0,0
"713","NM_001000113",0,0,0,0,0,0,0,0,0
"714","NM_001109138",0,0,0,0,0,0,0,0,0
"715","NM_001008557",49,56,68,30,34,28,19,28,21
"716","NM_001134609",6,0,1,7,4,4,2,5,6
"717","NM_022633",0,0,0,0,0,0,0,0,0
"718","NM_001169143",136,114,130,123,138,146,188,168,168
"719","NM_001108904",149,166,159,199,170,156,142,173,197
"720","NM_001107474",0,0,0,0,0,0,0,2,0
"721","NM_001172164",0,0,0,0,0,0,0,0,0
"722","NM_001169149",0,0,0,0,0,0,0,0,0
"723","NM_001167551",0,0,0,0,0,0,0,0,0
"724","NM_001166675",52,35,25,18,15,21,41,67,85
"725","NM_057136",1012,1037,882,1314,1583,1388,1294,1367,1240
"726","NM_001106222",0,0,0,0,0,0,0,0,0
"727","NM_001108905",101,105,76,81,106,93,132,127,166
"728","NM_001106223",119,140,112,115,141,152,147,181,229
"729","NM_001134544",70,64,63,99,110,95,75,68,66
"730","NM_001317059",9,9,3,17,14,17,6,12,13
"731","NM_001126276",11,5,18,15,10,9,4,13,7
"732","NM_001127539",0,0,0,0,0,0,0,0,0
"733","NM_001145175",4,2,3,2,3,1,2,2,4
"734","NM_001108466",11,8,11,10,13,11,15,15,7
"735","NM_001106224",238,221,175,175,226,183,261,313,413
"736","NM_001008367",445,550,413,257,372,318,257,255,205
"737","NM_001039085",0,1,0,3,3,3,3,1,2
"738","NM_133519",0,0,0,0,0,1,1,2,0
"739","NM_001145401",0,0,0,0,0,0,0,0,0
"740","NM_022697",925,764,864,653,619,641,1203,1302,1507
"741","NM_001127337",6,5,6,9,7,17,6,8,13
"742","NM_001107476",11,8,18,25,23,24,21,10,20
"743","NM_001107475",370,333,273,226,295,268,251,220,253
"744","NM_001109604",1006,836,795,3876,4950,4884,2116,1434,1282
"745","NM_001135849",1325,1382,1237,1639,1806,1660,1542,1849,1925
"746","NM_001191945",98,101,110,33,97,68,49,26,21
"747","NM_019350",2,3,0,3,4,4,4,5,5
"748","NM_001277262",0,0,0,0,0,0,0,0,0
"749","NM_001277261",0,0,0,0,0,0,0,0,0
"750","NM_001277260",0,0,0,0,0,0,0,0,0
"751","NM_134388",0,0,0,0,0,0,0,0,0
"752","NM_001191946",285,299,226,320,375,352,358,352,469
"753","NM_001108468",166,114,152,109,79,120,164,192,185
"754","NM_001108467",2,0,2,2,6,4,3,2,1
"755","NM_017144",3,5,1,2,4,6,5,6,2
"756","NM_057199",7,2,3,14,9,15,6,6,3
"757","NM_201992",1,0,0,0,0,0,1,1,0
"758","NM_001013894",19,6,22,17,14,19,34,35,67
"759","NM_001037790",1526,1590,1486,1493,1725,1680,1695,1965,2061
"760","NM_001108469",16,12,11,16,17,12,64,72,121
"761","NM_001076793",72,67,82,132,123,150,80,72,82
"762","NM_001099467",0,0,0,0,0,0,0,0,0
"763","NM_173319",0,0,0,0,0,0,0,0,0
"764","NM_001107477",38,60,46,108,94,89,88,104,98
"765","NM_001277244",0,0,0,0,0,0,0,0,0
"766","NM_001277243",154,164,174,118,113,113,1086,515,505
"767","NM_001109334",1,0,1,0,1,0,0,2,1
"768","NM_001108471",527,602,536,535,647,568,755,776,897
"769","NM_001107478",52,57,52,86,59,70,71,72,74
"770","NM_001108906",400,403,328,321,380,351,437,606,573
"771","NM_024143",1912,2187,1872,10857,6165,5557,6558,3962,2388
"772","NM_053916",1024,1031,847,879,1004,938,1067,1193,1676
"773","NM_001099497",0,0,0,0,0,0,0,0,0
"774","NM_001099657",0,0,0,0,0,0,0,0,0
"775","NM_001099473",0,0,0,0,0,0,0,0,0
"776","NM_001099483",0,0,1,0,0,0,0,0,0
"777","NM_001166763",0,0,0,0,0,0,0,0,0
"778","NM_001167552",0,0,0,0,0,0,0,0,0
"779","NM_001024268",210,205,147,151,154,157,150,240,375
"780","NM_001145982",1,7,6,1,2,1,0,0,0
"781","NM_001108907",0,13,2,6,4,4,0,0,3
"782","NM_001170601",1321,1192,1163,1256,1516,1243,1357,2404,2112
"783","NM_131903",269,282,322,5305,4023,6865,1378,724,1311
"784","NM_013027",110,83,72,198,227,202,496,568,574
"785","NM_021855",0,0,0,0,0,0,0,0,0
"786","NM_001024897",45,69,50,70,60,74,56,65,58
"787","NM_001106226",213,172,137,195,228,255,192,239,244
"788","NM_001108472",4,5,6,15,12,12,22,12,16
"789","NM_078619",0,0,0,1,0,0,0,0,0
"790","NM_001107457",60,45,50,50,46,48,47,56,48
"791","NM_080585",947,1240,973,906,1109,965,1155,1225,1235
"792","NM_001012063",255,256,189,285,323,273,464,489,613
"793","NM_001106227",134,156,126,203,287,209,212,183,232
"794","NM_001107479",0,2,1,1,2,6,3,2,0
"795","NM_053919",0,0,0,0,0,0,0,0,0
"796","NM_001161809",0,0,0,0,0,0,0,0,0
"797","NM_175758",16,15,15,19,19,15,35,19,76
"798","NM_001013895",90,70,74,107,160,107,91,112,158
"799","NM_001107480",0,1,0,2,1,1,1,0,0
"800","NM_001025678",121,137,80,120,106,104,117,161,161
"801","NM_001107481",0,1,0,1,1,1,0,0,1
"802","NM_001108473",0,0,0,0,0,0,0,0,0
"803","NM_012518",464,388,352,368,541,394,562,556,570
"804","NM_139185",4,4,4,6,4,10,3,1,5
"805","NM_001191947",3,7,5,7,9,6,6,4,4
"806","NM_001077644",5,6,7,8,11,20,3,5,11
"807","NM_012525",0,0,0,0,0,0,0,0,0
"808","NM_022528",1,1,4,0,0,1,0,1,1
"809","NM_031729",377,354,343,393,445,451,530,461,627
"810","NM_001009533",2,4,4,1,13,2,1,2,5
"811","NM_012702",0,0,0,0,0,0,0,0,0
"812","NM_001025679",0,0,0,0,0,0,0,0,0
"813","NM_001025641",0,0,0,0,0,0,0,0,0
"814","NM_001025404",0,0,0,0,0,0,0,0,0
"815","NM_001108474",0,0,0,0,0,0,0,0,0
"816","NM_001011931",0,0,0,1,0,0,0,0,0
"817","NM_019126",0,0,0,0,0,0,0,0,0
"818","NM_001017468",8,2,3,1,2,2,2,5,6
"819","NM_001270654",0,0,0,0,0,0,0,0,0
"820","NM_001329892",0,0,0,0,0,0,0,0,0
"821","NM_053373",1,0,2,0,1,2,1,3,0
"822","NM_001107483",263,239,214,218,217,222,164,202,171
"823","NM_001108908",0,0,0,0,0,0,0,0,0
"824","NM_017077",539,412,330,313,244,287,89,135,176
"825","NM_001109139",3,5,1,5,6,6,3,4,6
"826","NM_001106230",175,192,162,261,309,271,309,403,367
"827","NM_001109399",232,253,240,234,236,206,321,465,582
"828","NM_001025642",82,71,64,78,85,78,114,107,109
"829","NM_001024748",0,0,0,0,1,0,0,0,0
"830","NM_012714",2,1,1,0,0,0,0,1,1
"831","NM_001108475",167,155,178,219,278,270,281,284,580
"832","NM_001107486",212,217,183,231,283,239,369,349,410
"833","NR_031777",0,0,0,0,0,0,0,0,0
"834","NM_001025680",10,16,12,12,20,22,18,22,28
"835","NM_138921",288,246,257,200,235,168,246,237,428
"836","NM_012530",0,0,0,0,0,1,1,0,0
"837","NM_001106228",91,96,74,95,91,80,103,111,129
"838","NM_001109416",62,57,59,36,27,24,49,75,127
"839","NM_201562",1,0,0,2,1,1,1,1,1
"840","NM_001256509",0,2,4,4,7,6,3,8,59
"841","NM_138520",6,3,5,8,15,14,8,4,15
"842","NM_001107482",310,362,342,491,553,462,435,406,444
"843","NM_001109410",352,315,255,322,368,316,480,377,377
"844","NM_001191071",123,155,143,162,195,192,163,158,214
"845","NR_031787",2,2,1,3,3,2,1,3,4
"846","NM_138828",0,0,0,0,0,0,0,0,0
"847","NM_212520",454,364,380,240,273,192,526,798,851
"848","NM_001109996",7,2,4,3,1,2,36,0,0
"849","NM_012824",31,35,19,33,32,47,35,7,2
"850","NM_001106232",1842,1947,1580,1708,1890,1604,2137,2102,2457
"851","NM_001109419",1160,1193,1271,2459,2842,4009,1585,1776,1637
"852","NM_001085352",2235,3385,2199,7095,9056,10878,2347,1821,1887
"853","NM_001270684",43,44,33,53,37,30,39,48,40
"854","NM_001270683",9,7,4,4,14,9,21,3,6
"855","NM_001270682",7,8,14,13,7,5,19,7,12
"856","NM_001270681",13,8,3,4,6,7,5,8,4
"857","NM_031752",84,84,72,114,135,116,89,126,99
"858","NM_001034920",7,18,7,19,24,9,31,5,44
"859","NM_001109422",87,59,134,90,100,199,464,443,774
"860","NM_001170324",10,16,10,68,115,86,44,78,89
"861","NM_001198970",0,0,0,0,0,0,0,0,0
"862","NM_017076",41,33,19,18,18,22,191,386,779
"863","NM_144757",0,0,0,0,0,0,0,0,0
"864","NM_001107487",21,14,17,5,12,11,14,16,14
"865","NM_133323",109,113,71,64,79,71,62,54,104
"866","NM_001271280",0,0,1,0,0,0,6,1,0
"867","NM_001037212",45,42,40,46,48,39,54,72,80
"868","NM_001017512",219,186,142,175,202,185,122,172,163
"869","NM_001106233",0,0,0,0,0,0,0,0,0
"870","NM_001014016",0,0,0,0,0,0,0,0,0
"871","NM_001270701",0,0,0,0,0,0,0,0,0
"872","NM_023021",0,0,0,0,0,0,0,0,0
"873","NM_001014243",92,116,82,74,89,79,106,129,187
"874","NM_001192010",0,0,0,0,0,0,0,0,0
"875","NM_001270703",0,0,0,0,0,0,0,0,0
"876","NM_001270702",0,0,0,0,0,0,0,0,0
"877","NM_017350",0,0,0,0,0,0,0,0,0
"878","NM_001047107",19,12,3,50,24,18,25,7,10
"879","NM_134352",0,0,0,0,0,0,0,0,0
"880","NM_001317106",4,1,3,1,3,2,1,0,3
"881","NM_001108476",40,39,28,9,19,14,19,14,17
"882","NM_001107489",0,0,0,1,0,0,0,0,0
"883","NM_001107488",0,0,0,0,0,0,1,0,1
"884","NM_001191622",50,49,44,46,68,33,119,214,547
"885","NM_001106234",513,497,407,748,1118,841,426,747,726
"886","NM_053435",305,275,228,296,385,361,460,434,423
"887","NM_021759",5,8,1,2,5,1,1,2,4
"888","NM_139037",0,0,0,0,0,0,0,0,0
"889","NM_001191948",0,0,0,0,0,0,0,1,0
"890","NM_001170329",0,0,0,0,0,0,0,9,0
"891","NM_001177686",0,0,0,0,0,0,0,0,0
"892","NM_173339",17,2,3,72,48,44,5,38,12
"893","NR_045097",0,0,0,0,0,0,1,0,0
"894","NM_001037346",47,69,54,25,28,27,82,101,132
"895","NM_001110295",0,0,0,0,0,0,0,0,0
"896","NM_001109140",0,1,0,0,1,0,0,0,3
"897","NM_012506",7,5,2,7,5,4,4,3,15
"898","NM_031774",488,538,386,674,662,602,1203,1524,1464
"899","NM_001271204",3,7,2,10,6,11,7,10,14
"900","NM_001024258",177,198,166,150,183,173,175,233,261
"901","NM_001173428",0,0,0,0,2,0,0,1,0
"902","NM_001170335",225,316,244,402,389,393,342,432,457
"903","NM_017344",362,354,331,268,348,301,385,524,508
"904","NM_053654",21,15,19,14,28,28,34,42,56
"905","NM_001108909",0,0,0,0,0,0,0,0,0
"906","NM_001107491",2,0,0,0,0,1,0,2,1
"907","NM_012859",385,417,417,128,186,174,109,140,110
"908","NM_001109453",0,0,0,0,0,0,0,1,0
"909","NM_031755",0,0,0,0,0,0,0,0,0
"910","NM_001033860",0,0,0,0,1,1,4,0,0
"911","NM_001033862",0,0,0,0,0,0,0,0,0
"912","NM_001033861",0,0,0,0,0,0,0,0,0
"913","NM_001107492",2,2,1,2,3,3,2,1,3
"914","NM_012782",3073,2938,2647,2197,2269,2092,2365,2709,2269
"915","NM_001009705",277,258,249,285,306,255,358,436,440
"916","NM_001107494",32,26,26,21,17,28,30,20,34
"917","NM_001106235",235,240,232,265,279,255,299,376,400
"918","NM_031794",0,0,1,0,2,1,1,1,0
"919","NM_001108477",1055,1047,923,1117,1171,1022,1185,1450,1624
"920","NM_021578",91,49,76,77,100,102,106,91,128
"921","NM_001013147",0,0,0,0,0,0,0,0,0
"922","NM_001107495",10,16,22,21,29,14,23,19,23
"923","NM_001134844",1024,1479,744,63,71,36,45080,54568,25440
"924","NM_001198676",5610,5522,3860,2051,1584,772,36591,31246,13569
"925","NM_198733",1,1,1,0,4,2,0,0,2
"926","NM_001135668",0,0,0,0,0,0,1,0,0
"927","NM_012692",5937,8294,4990,6601,7571,7328,2518,2742,2453
"928","NM_012542",3,3,1,0,1,0,2,0,0
"929","NM_001170586",570,532,459,480,515,489,325,606,498
"930","NM_030852",2,0,1,0,0,0,1,1,1
"931","NM_019303",294,234,200,643,667,462,454,453,464
"932","NM_178094",60,88,63,77,70,64,117,131,227
"933","NM_134369",214,188,151,570,681,599,284,221,244
"934","NM_017355",82,80,89,131,148,141,143,142,185
"935","NM_001004083",787,764,602,1022,1227,1069,824,817,877
"936","NM_001008303",84,118,91,101,81,93,137,167,212
"937","NM_001346308",179,184,171,152,191,165,198,280,324
"938","NM_001271080",83,101,59,110,136,96,115,113,136
"939","NM_001033888",5,7,5,8,6,10,5,13,22
"940","NM_001170336",301,287,181,920,969,607,651,352,494
"941","NM_001106236",1528,1914,1704,819,1136,1032,1599,1767,1937
"942","NM_001017513",69,60,65,52,38,57,40,46,47
"943","NM_001007735",65,61,49,71,55,57,80,96,104
"944","NM_001024776",4,2,3,2,8,7,2,4,5
"945","NM_001109664",103,95,89,116,105,84,105,130,107
"946","NM_023976",28,34,38,50,33,46,37,27,50
"947","NM_001012167",271,268,230,336,364,346,367,465,503
"948","NM_001191621",60,59,43,55,85,73,70,69,83
"949","NM_001108478",0,0,0,0,0,0,0,0,0
"950","NM_001164657",4,3,3,10,9,9,4,3,3
"951","NM_057122",956,1005,838,807,842,750,1254,1666,1694
"952","NM_001329142",33,30,23,28,25,29,15,22,20
"953","NM_001107496",210,201,176,202,234,183,178,138,183
"954","NM_001025643",288,298,310,244,213,172,547,547,826
"955","NM_001134972",81,85,68,98,101,97,64,71,121
"956","NM_001169146",2412,2308,2657,1820,1846,1668,3420,4870,5337
"957","NM_133290",351,386,327,450,455,357,459,939,1218
